objectid,hawaiistgrdsownerlulcarea,perimeter,landcover,featureuid,createdate,createdby,modifieddate,modifiedby,agency,deliverydate,sourceid,severity,publishdate,comments,st_areashape,st_perimetershape
1512,2537505.182,10399.116,Herbaceous Rangeland,{1085CA72-BEC5-4B22-8BDE-BD15A111573F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2537550.65632999,10399.2023887677
1513,68495.766,1063.775,Residential,{1ECAD225-D9DC-4996-953F-5840B8F8439D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,68498.2980343133,1063.79433191843
1514,830273.781,4547.142,Evergreen Forest Land,{954EBBCA-DC3D-4518-B661-01F6E77D030A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,830304.43564355,4547.22596572434
1515,300816.166,2627.987,Shrub and Brush Rangeland,{3B865B3E-9203-474B-9CBE-2262AFC598F8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,300821.690758161,2628.00739917767
1516,6896766.534,27127.182,Mixed Rangeland,{B6D1D3BC-E102-4953-9179-31E0193F34C5},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,6897011.94043448,27127.732054733
1660,53683.503,850.163,Residential,{640F0727-2A39-45C0-B0AC-9932769BF361},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,53682.9003405122,850.15851641744
1517,6512194.475,17317.156,Evergreen Forest Land,{12A02AC8-63EB-4211-8986-9AC88C135929},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,6512394.19710562,17317.4332526527
1518,842716.895,5276.296,Cropland and Pasture,{E8968B1D-2FE6-447D-9A5F-B8F8AB780056},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,842731.25441219,5276.33889291626
1519,586847.276,3440.781,Mixed Rangeland,{0BC9D59B-3D80-425A-9D20-0B138205B4D8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,586868.554042144,3440.84814364356
1629,173880.827,1833.554,Mixed Rangeland,{FDB4DECA-820B-4492-A45E-B10F5877423C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,173886.410292614,1833.58218014867
1521,1653531.79,7201.888,Cropland and Pasture,{A868673E-5FF2-42EA-A4C5-7DE0505F21D6},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1653561.08688373,7201.95400163967
1522,166355.053,2359.853,Transitional Areas,{C06A676D-6E5F-49D1-BB59-ACE302CB9D80},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,166361.177188377,2359.89878427293
1523,5244143.781,15495.07,Evergreen Forest Land,{7E4C637E-F84D-419C-8D62-0F4ACD6D0D25},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,5244328.08100737,15495.357686391
1536,326645.409,3520.61,Residential,{3E261F2B-2B57-406B-8380-D73D08916A0E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,326657.175161254,3520.66761676606
1524,745373.052,5345.386,Evergreen Forest Land,{8E27504A-660A-473E-976B-3E3A3C516686},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,745385.850113663,5345.43549983668
1525,438706.609,3222.429,Evergreen Forest Land,{1B63DA4B-7676-46AF-8C7D-85C1B24D3C54},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,438721.84690481,3222.48635756931
1528,4608371.671,13254.256,Herbaceous Rangeland,{ED831CCE-E43C-407C-B9BF-BEC14510E0C2},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,4608486.0416021,13254.4234114739
1537,1675906.816,6532.223,Mixed Rangeland,{49CDC3B2-40FB-40A5-A9CF-3EFE32B20EC8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1675943.05964992,6532.29198168592
1661,34355.156,753.313,Residential,{BAD7C925-F027-46D3-8F8F-0EAE987DD61F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,34354.8436870763,753.308483833148
1526,5824652.345,21295.49,Cropland and Pasture,{D6A7DBC4-6D6B-4DAA-B65B-9D346454C222},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,5824774.47589317,21295.7019501847
1527,467919.09,3933.624,Cropland and Pasture,{A9906CB0-3785-443D-9756-BC3F16477BEE},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,467928.676565562,3933.65764574868
1532,492607.727,3513.823,Shrub and Brush Rangeland,{C7679A8B-B0AA-45EF-BB5F-C9FC77D18233},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,492624.783364804,3513.8910417413
1529,7539659.223,18891.704,Herbaceous Rangeland,{F958676B-B0A8-4857-A413-ADFCD9877697},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,7539921.10029254,18892.0614664913
1530,2216205.54,9939.324,Herbaceous Rangeland,{50A6FB97-A4DC-461D-AF6F-6524E045D4B2},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2216284.24345093,9939.52892022978
1531,462459.141,3249.185,Cropland and Pasture,{614F0492-781E-4B18-A00D-B4CD03E3A858},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,462468.34874692,3249.21250688325
1538,283250.587,2553.232,Evergreen Forest Land,{B4B0BB65-3FF4-4E29-BA27-AFA09B2ED042},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,283260.743429853,2553.28331951742
1539,256215.784,2057.717,Evergreen Forest Land,{8A5B7FA9-0FA3-4D32-A501-78E0615932B1},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,256221.277216277,2057.73929290524
1540,865751.143,4762.945,Shrub and Brush Rangeland,{44DFE2F3-2F56-490F-B5B2-667943C40327},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,865769.008139486,4762.98806532605
1541,489217.94,2847.214,Mixed Rangeland,{BCA20F7C-EE50-42BE-B810-381F4CD57EA9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,489227.742916796,2847.24218977074
1542,2388995.515,7542.771,Evergreen Forest Land,{CC022B2C-AF42-4BAE-BE50-A2A6F193E89E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2389051.1961969,7542.85813604466
1543,1123177.671,4283.329,Mixed Rangeland,{31F542CA-3D73-4E00-8D47-9D518E05B746},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1123202.65690525,4283.37789429794
1649,159927.875,1606.892,Mixed Rangeland,{4EC6EB8B-BCB1-40F4-B722-FDD846CFA4F7},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,159932.932496379,1606.91618100131
1544,4015660.29,11712.896,Mixed Rangeland,{5DCF27B2-7CFD-4A21-A4D0-9EC53649327D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,4015776.87476399,11713.0550082735
1545,183376.093,2030.488,Evergreen Forest Land,{50B3DFF3-9BC8-47D8-9FC6-77EEEC1CF08D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,183379.812920041,2030.50804724509
1546,336090.78,2876.719,Evergreen Forest Land,{E91E804B-FF73-45F1-8EA2-9385FC6C3281},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,336102.728097422,2876.76823823328
1547,522557.804,3392.643,Shrub and Brush Rangeland,{058A0DF4-22C5-43AD-BCA5-83625D99DAD1},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,522569.197938531,3392.68369511638
1548,105049.179,1499.577,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{10D85DD2-CEE6-485F-B297-D8E0D2B6612C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,105052.933719391,1499.60711509301
1549,269776.673,2675.443,Herbaceous Rangeland,{F1318F16-803F-4382-A64A-82A56051BA00},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,269786.296240157,2675.48909448236
1650,389599.278,3033.941,Forested Wetland,{1DDA6694-0072-4C97-97C6-82996A8D2E39},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,389598.438119484,3033.9413626731
1550,519907.142,3044.024,Bare Exposed Rock,{E03E0DA8-03CD-4912-80DB-7F9783A5FFE0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,519918.832272416,3044.05807773217
1551,843037.901,4617.996,Herbaceous Rangeland,{A95900D6-5D43-4A50-9A58-E0282879ADC2},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,843059.120115732,4618.05367100902
1552,625566.724,4606.792,Mixed Rangeland,{A7F0CAE9-D6BE-4F25-9070-5A4BA699B21E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,625582.528371584,4606.84949833881
1553,1612605.148,6134.039,Herbaceous Rangeland,{96C9AF0A-E089-4377-BD47-42E1A4B92C59},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1612660.46567606,6134.1462632352
1559,2086647.469,11581.548,Mixed Rangeland,{4E3B94E1-0EF8-4144-BEB7-8822B3CF0D3B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2086717.46841807,11581.7310171627
1554,6540594.444,21434.666,Evergreen Forest Land,{ADB4AB12-1081-4784-B8D6-88958DD36BE3},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,6540826.40063249,21435.0747558207
1555,344560.46,3201.998,Bare Exposed Rock,{D19FE7F8-4A3E-4D61-85BC-9AC2A115B45F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,344572.812404165,3202.06422894793
1556,448370.81,3513.843,Herbaceous Rangeland,{0F4C1C8E-7604-440A-925B-FE7C4C168FD9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,448386.727273723,3513.91347373475
1678,165751.839,1808.574,Residential,{5888C80A-6467-4EB0-AF9F-D28B0476722B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,165748.707491191,1808.5609321238
1557,4512723.877,14647.69,Bare Exposed Rock,{17548C4F-0AB1-4957-A7DD-44FF5E5E5505},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,4512884.72403688,14647.9540205336
1558,509483.731,4735.182,Mixed Rangeland,{53AFDC06-DEDE-4311-BCCF-5AEB1F911CEB},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,509500.797562318,4735.23999045245
1560,217817.896,2367.698,Cropland and Pasture,{BFB03F88-DA59-4E0B-A870-5FC42AE8CF99},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,217825.361149738,2367.73737116193
1578,604172.584,3820.816,Bays and Estuaries,{D26E876A-B3C7-4DCA-BB78-31352A68FA42},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,604198.452822357,3820.90254665068
1579,640274560.629,639958.548,Cropland and Pasture,{A2E92C28-F373-47E2-A46B-987F50C80972},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,640273622.903126,639958.837827469
1580,309732.118,3057.958,"Transportation, Communications and Utilities",{C14D1278-3705-479C-B798-F632107B4B6E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,309736.174481816,3057.99352849412
1561,4144836.786,14575.225,Bare Exposed Rock,{D40833E3-412E-4A57-9633-344C7DA38270},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,4144981.94653888,14575.5155924716
1562,593604.594,3583.297,Herbaceous Rangeland,{ECC5FB91-7E55-4FC6-AA52-D02EA7C1DDA0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,593625.405681881,3583.36379791325
1563,369069.265,3045.652,Herbaceous Rangeland,{D8A4C898-36B9-4D77-BEB4-0B41E8764967},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,369081.95110305,3045.70317444063
1569,374569.973,3116.494,Bare Exposed Rock,{5531C9B5-C404-44D9-B04D-51B7AA874195},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,374585.63822711,3116.5546163682
1570,31120571.773,70888.366,Bare Exposed Rock,{10A142D7-C8E3-422A-AD85-0E80F11FE51B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,31121886.6629724,70889.8968585381
1581,27216234.256,49253.955,Mixed Rangeland,{94B8B669-2911-4244-82DC-E80F5D83085C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,27217063.8614942,49254.7444526185
1582,90337.505,1235.335,Confined Feeding Operations,{2A905A75-AC8D-4524-B3DF-4C4B012BF95C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,90338.7374932546,1235.3469753594
1583,197173.874,2173.283,Commercial and Services,{0FD53655-770D-4D97-9B59-5E14373FAC1B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,197179.2169754,2173.31266241266
1564,7667735.242,17231.254,Bare Exposed Rock,{B8B53745-30D7-4176-BE79-A4F42EFE36B8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,7667999.60737318,17231.5619121754
1565,80924602.05,130694.989,Shrub and Brush Rangeland,{7CB61269-5BD2-46F3-A774-957AE66DADD9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,80928024.0462238,130697.81251534
1566,226624.237,1875.537,Mixed Rangeland,{549CDC9B-AC0E-44D1-A2BF-32AF9B8F3963},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,226631.837050497,1875.56790030933
1567,222740.192,2001.445,Herbaceous Rangeland,{750E064E-B185-41D1-B01A-15C016992775},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,222747.674744087,2001.4789838539
1568,345969.718,2626.549,Bare Exposed Rock,{AF1D233E-1DE5-4E1A-B809-FBC672C47FB8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,345984.154259093,2626.60345257728
1584,55915.309,913.01,Residential,{6D2463CD-DF7C-4ABE-B5CB-B937784B614D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,55917.1455898869,913.024707949686
1571,1402702.563,7127.594,Herbaceous Rangeland,{192974FD-4BAF-460F-ACE5-66CCBE91CB60},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1402761.28694068,7127.74249630232
1572,197069.621,1970.882,Evergreen Forest Land,{4F6EAC9E-413A-469D-88B3-62C2258CB4E2},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,197077.892632741,1970.92183768897
1573,674461.82,4700.498,Herbaceous Rangeland,{DC5E8679-D121-4C74-BABB-6C43993E96F7},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,674490.179796348,4700.59413179282
1574,188133.704,1750.25,Bare Exposed Rock,{DCBF3906-1570-463B-9212-EB98A2291364},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,188141.597357387,1750.28574811777
1575,277401.942,2059.419,Evergreen Forest Land,{34744F96-3DBE-44FC-8ED3-44FB0ED3CA5A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,277413.614733719,2059.46176782937
1576,198129.574,1760.133,Evergreen Forest Land,{25D5A270-4FD3-4C09-A907-EADB1DF15B5B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,198137.965878563,1760.17329416284
1577,993624.132,4555.401,Bays and Estuaries,{7500EFCD-8D11-4249-B652-E3D40377587C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,993666.478304582,4555.49424416104
1585,302087.991,2289.63,Shrub and Brush Rangeland,{213A6320-CE76-4E65-A1B9-81493D9BE9AF},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,302097.869102977,2289.66834902153
1590,322798.769,3465.017,Residential,{07F7BD83-F294-4356-B319-72F634014C58},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,322809.252990352,3465.07398004794
1591,143822.366,1513.134,Commercial and Services,{1CA12204-C8D0-43E2-97EE-2D33269F284F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,143827.055116335,1513.15942357072
1592,358677.706,3706.954,Residential,{FDC6C29E-A8ED-4A37-8C9E-F9BB7F791309},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,358689.376631219,3707.01561508145
1593,480985.089,3939.552,Shrub and Brush Rangeland,{981EC4E5-A411-41B1-A479-455F2B36FB9A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,481000.759087581,3939.61522595034
1594,221031.178,2139.798,Residential,{8BBDF5B4-355A-4DEB-9CD2-E9713D972192},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,221038.347857205,2139.8309689439
1595,61543.042,1031.02,Mixed Urban or Built-up Land,{4A9218F0-6745-4330-88EA-48AFB79F3F76},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,61545.0564735213,1031.03716737649
1596,156648.505,1860.079,Residential,{40E28F57-402F-4140-9964-2752ADDEE8F9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,156653.589308289,1860.10649342155
1597,300251.897,2265.317,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{E976A5A2-8FD3-4A1C-B940-3CEF5796F50F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,300261.696890623,2265.35156217534
1598,32941.284,725.872,Commercial and Services,{F95767C1-7335-4485-8105-6156F5E09CF8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,32942.3476545347,725.883290647213
1599,41156.849,812.822,Residential,{637D484E-A17D-4096-A197-3667CAA92424},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,41158.1857360979,812.835101537406
1600,65141.652,997.244,Commercial and Services,{C9456607-A20A-4FE5-BC4B-3D39987D1188},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,65143.7767797805,997.260052660671
1670,144324.187,1796.21,Residential,{154F4041-B0F8-44AD-94A6-CE66336E6210},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,144321.386533821,1796.19072482
1601,473149.419,2819.916,Shrub and Brush Rangeland,{D698A7A3-807C-4F91-8D04-D60555DCF8B8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,473164.842909833,2819.96076064127
1602,41316.588,812.679,Mixed Urban or Built-up Land,{E995C29B-5EE3-43AA-9F40-56381BFBFE16},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,41317.9235049999,812.692361324448
1603,37513.729,813.037,Commercial and Services,{423118EE-F744-4454-8833-6149BC7D3230},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,37514.9565711214,813.049673230788
1604,75461.534,1116.353,Other Urban or Built-up Land,{90257614-6E0A-4D62-9D47-5826F9821B3F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,75463.9796744071,1116.36941733989
1605,257650.108,3324.689,Residential,{46959C12-74B5-4A1B-BE98-F8AF23B0FCD6},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,257658.484198784,3324.74647540758
1606,180757.034,2035.568,Mixed Urban or Built-up Land,{52C97083-4882-48B3-B6B0-C546DFE3AB51},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,180762.907997002,2035.6005166269
1607,215970.699,1759.401,Mixed Rangeland,{C0E0DE0F-01D6-4C59-8A7D-EC34C001AB24},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,215977.695035145,1759.42979428525
1608,86299.824,1154.633,Other Agricultural Land,{32E1F2D0-B7DD-4235-B6AB-587025A8EDA5},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,86302.6276398865,1154.65130371159
1609,353134.911,2863.691,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{AA969750-54F7-4646-AFFC-DA68AC81B116},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,353146.396105254,2863.73727010268
1610,48200.687,844.205,Commercial and Services,{9870ADB8-06F8-43FC-90EB-C68D359EDDD5},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,48202.2573265417,844.218528384662
1611,32698.008,663.11,Reservoirs,{25126146-EDFA-41DC-B12D-7C33F5607F7D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,32699.0656010811,663.120652406501
1612,220319.45,2445.459,Residential,{39365BB4-B698-4FAC-9A40-9454F3A0BE47},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,220326.616942408,2445.4997450229
1613,204831.952,2354.252,Residential,{9ACA79A8-3A2B-4D71-9E03-2BCD917C7BAD},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,204838.612035327,2354.28747367399
1614,64700.026,974.131,Residential,{F01DF4F0-638D-4814-9282-CB32DD07F5B1},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,64702.1347879199,974.146960633825
1616,267823.263,2674.961,Residential,{E8315EC9-4920-4E26-BE10-674EFA392D1E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,267825.482944134,2674.96097001778
1617,50038.08,854.664,Mixed Urban or Built-up Land,{D3260FAB-3092-4701-AD7D-7A397FCC72BE},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,50039.2453954771,854.674532383851
1618,246349.138,2193.49,Shrub and Brush Rangeland,{473FFFA6-6907-47CA-946F-B6F7DBDD8919},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,246350.88861605,2193.50233658826
1619,54637.299,932.692,Residential,{79F84463-5CC8-4135-9A7E-800F3334D7B8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,54639.0602288704,932.706679069715
1620,230717.928,1817.348,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{DBEBC63C-91A1-4C5F-865C-E2A70E9B2E79},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,230725.371167076,1817.37826340538
1621,1293452.445,6631.413,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{762F9967-8A2B-4F5D-AC61-86ED03E4DC17},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1293494.24956343,6631.51881315886
1622,158992.986,1492.738,Mixed Rangeland,{0A70990B-E783-4131-A8C0-485C3E67723D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,158998.114016913,1492.76085490122
1623,827742.023,5458.805,Shrub and Brush Rangeland,{1AA43F5E-0E8A-4FD6-9852-4EB0E0DC80D9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,827748.508220585,5458.81670627126
1624,221219.728,1818.801,Evergreen Forest Land,{031D8D80-4046-4EAC-B958-DF01248258CC},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,221226.845918056,1818.82879278509
1625,62636.812,953.305,Residential,{18A28211-3328-44A5-9F1B-EB4915980A94},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,62638.823511008,953.320537991892
1626,194876515.708,186139.298,Evergreen Forest Land,{3104D1F6-CEFC-4984-8DB9-D520A99286CD},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,194877805.870808,186140.099358027
1630,455667.435,3284.145,Forested Wetland,{8664437C-320E-4553-BB81-69106EB7D910},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,455670.80222454,3284.17271733367
1631,335459.413,2360.241,Shrub and Brush Rangeland,{57B60A49-B308-4303-AF7E-EB9C541471C9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,335461.529739998,2360.26105263618
1632,391733.168,2605.418,Shrub and Brush Rangeland,{FD099BB8-4ED3-4FCC-AA33-5D241A201F2D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,391745.798590002,2605.46023952794
1633,83551.617,1076.468,"Transportation, Communications and Utilities",{CA5D891A-ED90-45F2-A855-9C8DE1735CAE},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,83554.289988754,1076.48474039626
1634,83725.599,1080.905,"Strip Mines, Quarries, and Gravel Pits",{747A0567-04C9-4B7B-9543-BA7E510EB5FB},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,83728.2866131573,1080.92292067935
1635,286592.025,2328.246,Shrub and Brush Rangeland,{6DAD2B42-F279-4ECB-BA28-16EB705F5EF2},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,286593.386536903,2328.25135803998
1636,761187.828,4172.195,Shrub and Brush Rangeland,{B5F9F32D-DA6F-4694-B20A-8BD4C45CD043},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,761191.029056478,4172.20756548295
1637,769228.738,4448.664,Evergreen Forest Land,{00CCDC26-5C67-4045-B114-B562E8B05FD0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,769253.338601339,4448.73991763765
1638,1236573.312,6116.492,Shrub and Brush Rangeland,{959B4A94-9E78-49DF-8388-AC47C4F850A0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1236576.87540489,6116.53046592054
1639,86989.263,1250.187,Mixed Urban or Built-up Land,{1A4694A5-90AC-435C-9EB8-00992FA5F2CC},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,86992.0288898122,1250.20726072164
