objectid,hawaiistgrdsownerlulcarea,perimeter,landcover,featureuid,createdate,createdby,modifieddate,modifiedby,agency,deliverydate,sourceid,severity,publishdate,comments,st_areashape,st_perimetershape
629,95283.375,1455.239,Transitional Areas,{A74E18F5-6946-4D02-8B16-F8CC64055C15},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,95282.7893599853,1455.23485324509
630,118938.981,1494.199,Reservoirs,{4839188F-8D9E-4E94-A02C-4BC01C53959C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,118938.369968884,1494.1943181187
830,546145.334,3236.432,Commercial and Services,{A8A1C0B7-F3B4-4A1A-A4E7-1D8BDFC96DA0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,546139.465751885,3236.41348155001
631,721508.277,4877.683,Commercial and Services,{4B3B243C-90ED-4F18-BEF2-7DFBFC0F9323},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,721503.766202512,4877.67083113853
632,339828.843,2391.075,Industrial,{135FCEBA-E2DE-462B-9B4E-957E40C2E8C6},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,339827.739958979,2391.07112907124
633,1297938.734,7275.654,Commercial and Services,{0D595F0A-1510-47A2-BA9C-750B1D65BE9D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1297930.64585947,7275.63120127652
634,349306.824,2457.394,Transitional Areas,{54FA3E13-0435-430D-9B1D-DDA1E9A633BC},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,349305.342237546,2457.38966896832
635,179517.403,1786.501,Cropland and Pasture,{7BDE5B7E-CC7A-4552-B17A-917402C902B7},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,179512.142562504,1786.47761340016
636,502459.82,3707.125,Shrub and Brush Rangeland,{ECE8AC9F-EBE3-4604-B783-14C9932E573C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,502456.618039627,3707.11320797148
637,104999.975,1363.651,Commercial and Services,{A0ACF8FA-13E7-4BBF-8F9E-323EC9F95067},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,104999.305500705,1363.64602224456
644,610532.5,3366.647,Other Urban or Built-up Land,{C59D77E9-49F7-4C99-B09F-0249AF42BA6C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,610528.690570576,3366.63612163617
638,6173836.624,13624.71,Commercial and Services,{621092E2-9B88-47D9-AA2D-F9E20D9D962A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,6173800.1244248,13624.6665416945
639,107257.367,1727.114,Reservoirs,{3DA9B2B6-241C-430A-9642-736ADB5769AE},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,107256.694422253,1727.10776616628
640,470212.905,4078.129,Other Urban or Built-up Land,{72801C75-2B42-4B8E-BC91-37A762F31366},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,470209.95847918,4078.11619553625
641,126136.362,1406.687,Commercial and Services,{141A104F-F963-42D6-B582-3C2682198A84},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,126135.576753422,1406.68213691323
642,991975.996,7656.973,Residential,{67EEB638-5DAB-4E0E-A405-79A57D272426},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,991946.957362198,7656.82464270971
647,387489.23,3418.522,Commercial and Services,{8D807AE9-4B55-42D2-A96C-77B4E852154F},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,387486.857977187,3418.51148963544
648,631206.022,3836.1,Residential,{7D60D30C-BE93-4C13-85D2-21284C892F9E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,631202.961958138,3836.09264092646
649,154314.507,1614.521,Commercial and Services,{A293DD41-B736-462A-84BD-14468CC944CB},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,154313.550480911,1614.516525577
650,393646.128,3303.365,Cropland and Pasture,{F809DB2C-21C5-4608-8ADC-18D8F114DD49},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,393634.565694558,3303.32922456326
651,944382.389,6321.581,Commercial and Services,{6DC8AE91-7A70-4232-A6B3-A245888F16DB},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,944376.545055485,6321.55874645826
652,92667.585,1219.778,Residential,{768366D9-E215-41D1-99B4-C7388BF9CF7B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,92664.8712301358,1219.76295631128
653,640212.274,4334.127,Other Agricultural Land,{7CB0BA1F-C3FA-45BF-8823-5866B02EF153},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,640193.396218314,4334.04486773758
955,80906.348,1485.998,Commercial and Services,{628285EA-4410-4342-8929-BE09814E3FF0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,80905.4930100085,1485.99256922468
654,2187003.322,11832.996,Cropland and Pasture,{89662497-C69D-4C93-8CB3-D6AA07FF4BC8},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2186939.15397855,11832.8033535862
655,254907.521,2019.634,Other Urban or Built-up Land,{98BE4B96-90F0-44F3-AE3F-20C06B620691},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,254900.095063288,2019.60121899494
656,207302.927,1867.346,Other Agricultural Land,{818D0DB8-D1B0-499B-842B-08971CCB1B6E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,207296.843835737,1867.31550670634
657,651760.905,4203.29,Other Urban or Built-up Land,{D7FC5FF5-39C0-4831-8779-FF0AB67C2A0D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,651756.837404949,4203.27557221661
658,600298.911,3574.812,Other Urban or Built-up Land,{54732897-8CDD-4D4F-9015-320845FA764C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,600295.241493254,3574.80002754707
659,126850.375,1494.98,Commercial and Services,{C8F190A8-6D33-4F3C-8BFC-24DF8D330665},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,126849.579007053,1494.9755371456
660,2081061.214,11506.358,"Orchards, Groves, Vineyards, Nurseries and Ornamental Horticultural Areas",{F80B21A2-0D0B-4F61-A9EA-007F405E3DEF},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2080999.90800661,11506.1763738735
661,859599.416,4174.303,Industrial,{91C9311D-418E-40E2-830E-5B57FAC4FB68},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,859594.145553245,4174.29014704914
662,365510.429,3216.996,Cropland and Pasture,{32107152-AC7A-496C-9121-D68394A775C9},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,365499.662686707,3216.94609189529
663,631021.55,3362.252,Residential,{DED1BEA4-D3F2-49EB-81E3-C40589B1B853},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,631003.116959619,3362.20628232743
664,185190.466,2142.687,Residential,{2EC1F5CA-293B-4702-839B-B5F57009848C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,185185.009533918,2142.64831174786
665,125735.112,1536.258,Residential,{24F99C70-6386-494D-92F0-1E0C2328801B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,125731.423602571,1536.24064164153
743,492118.423,2856.799,Other Urban or Built-up Land,{DEB1F4B3-901D-4F8C-8284-7222F28BE84C},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,492115.503175964,2856.78951085559
666,8092987.836,26987.198,Commercial and Services,{36C295E4-B7DB-47A1-B116-A70D32337AFF},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,8092939.53237736,26987.1100937946
667,487679.709,3276.591,Commercial and Services,{51D34FF2-5FF6-481D-AC77-4FA22DC3C855},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,487676.689821744,3276.57821009838
668,335864.422,2679.956,Residential,{FC310A50-9536-40D4-A2ED-E975173B16D1},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,335862.78996869,2679.94916004732
669,637509.366,3229.589,Commercial and Services,{A7436438-AA80-4918-9FF0-74D5C39A5034},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,637505.45399834,3229.57868401672
670,285461.917,2662.236,Residential,{BBA909F0-BE88-4A2E-B4DB-A7C5854F6E43},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,285460.922066787,2662.22751344236
671,125206.372,1444.48,Transitional Areas,{262A5702-7AC9-4B66-96AF-E99E34A44D42},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,125205.744480409,1444.47619359028
672,168852.393,1912.487,Commercial and Services,{9A2C4EE1-E30B-4604-BCE0-706713CDB670},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,168851.35303164,1912.48008828434
673,62378.683,1004.259,Commercial and Services,{290D4039-47DF-4A38-B020-ABD9622421B4},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,62376.8685906381,1004.2435209292
674,154742.424,1511.872,Commercial and Services,{03E4C54F-62D8-4ACA-9297-972662647362},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,154741.695548706,1511.86833209579
675,124227.51,1439.1,Residential,{77F53E09-FBD2-44BF-AD8F-4FF560DE4633},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,124223.875602553,1439.07157564319
676,2119345.266,9243.409,Shrub and Brush Rangeland,{E179F849-8097-4ED4-A128-ED21D2732B65},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2119337.84031854,9243.39394907763
677,47933.814,831.451,"Transportation, Communications and Utilities",{162F3315-40E8-4C45-8FC0-2638FB796626},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,47933.5289158433,831.447843252511
678,339646.427,2308.352,Transitional Areas,{24CBEB9C-8A0E-43E5-8D0B-B058EEE4A1F5},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,339645.121045065,2308.34828543224
982,69701.419,1199.559,Residential,{9229C59C-5874-4851-A0E4-5B923740A667},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,69700.6834629681,1199.55496711333
679,452588.617,4042.642,Commercial and Services,{5C9970BB-46FE-4F5C-A157-F581C220CEAD},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,452585.824198796,4042.62859349081
680,151278.977,1926.035,Commercial and Services,{D01E2C62-539F-4685-9B21-D44BD2FA5C01},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,151278.089614842,1926.02829204835
681,115266.534,1339.767,Other Urban or Built-up Land,{05601B40-F297-4ADD-BDB1-81E653F5D4C3},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,115265.827260244,1339.76327907656
682,140317.707,1526.885,Other Urban or Built-up Land,{C1533164-502E-47D9-A306-889D0C417248},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,140316.853384803,1526.88078145265
683,158568.668,1554.126,Residential,{6682CDFD-D3D1-44B3-B5CA-F40C21C54445},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,158568.014038155,1554.12278144212
684,346597.776,3004.994,Mixed Urban or Built-up Land,{63DEE5AD-C572-46AA-B5C8-7E1C1B651711},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,346595.641704793,3004.98431164697
685,918061.261,6721.075,Industrial,{33FDC2F2-A5B9-4921-A000-0FEC66F3F3CD},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,918055.679721658,6721.04784538545
696,411277.888,3781.546,Residential,{1CC974F2-E997-40AF-817A-255F010AE2AD},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,411265.813731755,3781.47297186609
697,67199.178,1046.432,Commercial and Services,{2E9B346A-75D7-432E-ABE2-A06C4865DDD7},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,67197.2265774289,1046.41563537003
698,701776.165,5486.913,Residential,{D9EC7A11-55CB-436F-910B-465F6E767381},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,701771.914918558,5486.8954951133
686,3970102.965,14977.993,Industrial,{BD1FE704-7B5A-4705-AD96-45D73440F24B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,3970079.19425369,14977.9490145793
687,1885877.332,8814.624,Shrub and Brush Rangeland,{EF2DC57F-9169-4828-AF9D-FAB778968BD4},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1885866.42881764,8814.60140398854
688,186420.543,2595.729,Transitional Areas,{0551D574-3613-4DC7-B438-E7C07F32D01D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,186415.076614698,2595.67766580034
689,158787.122,1672.128,Other Urban or Built-up Land,{A49DECE8-7ADE-408B-9183-0464F8993488},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,158782.471521085,1672.09682075593
691,3492469.568,12963.765,Evergreen Forest Land,{E3D20C1E-ACC7-4696-9748-65F379503B75},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,3492366.17250907,12963.5656060761
692,911118.276,7616.96,Mixed Urban or Built-up Land,{8457A2A8-8855-4627-AB55-1951AFCBB342},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,911112.777836632,7616.9392529202
693,278105.27,1951.952,Mixed Rangeland,{81463D0A-1A45-495F-A6DD-274407253198},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,278097.179091442,1951.9245568729
694,433841.206,4384.281,Other Urban or Built-up Land,{770EED25-5432-4EFA-899E-5608D278217D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,433838.570738923,4384.26645179059
700,5328924.376,29475.85,Bays and Estuaries,{3DAFA7EE-2F41-433C-9149-48955449D2FD},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,5328893.05775986,29475.7622756168
705,795453.093,3661.69,"Transportation, Communications and Utilities",{13D82450-368D-42CB-BD38-F6203D9A09D0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,795448.420000626,3661.67941977956
701,6481593.351,21109.869,"Transportation, Communications and Utilities",{91BB4354-F58C-4009-8B3A-418A819657BA},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,6481555.37998752,21109.7980238082
706,184079.17,1935.523,Commercial and Services,{3D9018EB-DDC3-45E8-93D0-5B83BB3E52C5},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,184078.043961496,1935.51691701899
707,209400.764,1923.89,Residential,{F8F0DA9F-212D-4C22-9482-1FE42794BA65},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,209399.817317769,1923.88576606582
708,324190.592,3649.815,Other Urban or Built-up Land,{06C739D3-7417-458F-A27E-A19EEDF2D828},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,324188.655944034,3649.8029629124
732,948358.369,3977.436,Shrub and Brush Rangeland,{33C78B36-A1E6-40EE-9287-29344187F101},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,948354.939657309,3977.42436871498
702,17097203.518,32783.915,Commercial and Services,{A0BA1123-D59B-4064-885B-534FA9CBD8FF},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,17097132.4384606,32783.8392755092
703,78244.134,1110.926,Residential,{7C6E47A6-232B-4E3F-BCA4-A7A00DC8D758},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,78243.6592116098,1110.92275176327
704,179398.262,1730.109,Commercial and Services,{DC5B16A0-9C0C-4EAA-A2E9-2995DA48B218},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,179397.17348842,1730.10414827429
723,298946.24,2457.348,Commercial and Services,{A2A5F4B7-3FB2-4FEB-B852-D7DEFA5D558D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,298944.453766396,2457.34083504541
709,1450925.789,7990.145,Residential,{F47676BC-B0D5-4836-8407-CC4AAD4E7D60},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1450917.27794903,7990.12189573708
710,1990782.358,12630.479,Residential,{863E91CD-B03D-4746-97ED-4D2714C10250},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1990771.59410824,12630.4449872237
711,539621.713,4034.449,Other Urban or Built-up Land,{3F018BDB-FD04-4A75-8E2F-6B06EB5D97E2},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,539618.50239769,4034.43553398904
712,125217.467,1711.966,Commercial and Services,{7CAE3C5E-5BBB-4633-8CA6-9A98CEF719C0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,125216.702525183,1711.96100291575
724,709767.68,3790.92,Herbaceous Rangeland,{4BCF1970-9AA1-4CAF-AAEA-99AB2C104E84},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,709746.632007351,3790.85161281829
713,2060897.917,6808.807,Evergreen Forest Land,{55DA6CAF-B61D-47A9-95EC-2B18ECB3F7DE},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,2060885.49171877,6808.78480489318
714,175226.178,2219.052,Bays and Estuaries,{61484CB0-3EE7-49B4-B678-EA50C144940D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,175225.149642211,2219.04646710115
715,433983.151,2419.856,Evergreen Forest Land,{67B034F0-D040-47A1-B55F-E738BB029180},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,433970.367164529,2419.8234389466
716,461870.207,3449.523,Other Urban or Built-up Land,{9675E5A9-4D0F-478D-B456-D7804A5F7F43},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,461867.518690841,3449.51323828745
717,14652282.799,77689.19,Residential,{590B1C3C-6FBE-4ECB-8A8E-D21756F117F5},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,14652091.0460618,77688.695695376
718,823707.331,4289.168,Other Urban or Built-up Land,{EFFE56EF-CCA2-4480-A92C-3BDB2DB090E4},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,823703.367196824,4289.15899157015
719,149454.717,2053.509,Residential,{ECB03285-420C-4987-B6B2-245EF37C75C7},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,149453.822891052,2053.5035508762
720,701421.105,3760.988,Residential,{D764142E-B479-49BE-9F43-DCA778467761},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,701418.202479966,3760.97660574226
983,48690.116,920.586,Other Agricultural Land,{4586410D-C879-4944-B68F-4D06EC6A5239},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,48689.7443916666,920.583801479271
721,619030.517,5435.125,Commercial and Services,{287892C3-FC5C-4956-8A26-4DD3618D9980},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,619026.87130864,5435.10638889315
725,665561.847,4827.798,Nonforested Wetland,{8E7DE517-F3C2-43D4-BB4D-4E155628E5AE},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,665557.93590266,4827.78109014899
726,593166.756,3704.933,Commercial and Services,{D209A8CB-C7E2-4685-B4B2-CDCA124C47B2},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,593163.238254922,3704.92128781642
727,1366815.114,7225.387,Other Urban or Built-up Land,{2CB53570-911A-48FF-A7A6-1753B6991150},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1366807.08652342,7225.36356290132
728,80862.289,1626.974,"Transportation, Communications and Utilities",{6E21BD36-4F21-4B08-AA03-2160B7D1DD1A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,80861.7888093833,1626.97013648281
729,754000.327,4238.087,Shrub and Brush Rangeland,{D560BAC1-D673-4BB5-9160-8CC40FC46B0A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,753995.783921685,4238.07220442984
730,72903.718,1126.708,Commercial and Services,{07EDB047-01BA-422A-8D0A-01BAEDFD511B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,72903.2849947555,1126.70489728974
984,42041.343,768.02,Commercial and Services,{5B4C7EEC-4203-4414-B0F8-065A54CFD50B},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,42041.015510169,768.018063112441
722,8783359.038,32363.044,Commercial and Services,{26506797-93A7-46FB-8EA0-FE2511DB18EA},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,8783308.41643026,32362.9514870791
768,85252.285,1292.54,Transitional Areas,{AC4C2E30-05AF-48BC-978B-EADC3BFDAD55},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,85249.7424813012,1292.52700307328
733,637172.114,3706.076,Other Urban or Built-up Land,{D6D335A9-C232-4829-8E73-2B3594DF431D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,637168.422580091,3706.06412572588
734,350928.06,2598.858,Commercial and Services,{97395E93-50FC-4F49-BB7E-DC5FA97E722E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,350926.197083512,2598.85126351152
735,692991.531,3847.578,Shrub and Brush Rangeland,{DC74AC31-35FF-42B8-8C0F-418A2E548BBC},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,692988.661964456,3847.5722163754
736,133660.845,1630.625,Commercial and Services,{B734B011-A9CE-488F-AE65-13C7CF0527B2},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,133656.90752574,1630.60134732281
737,117545.893,1510.361,Other Urban or Built-up Land,{4AFF9593-E716-4BC2-A53B-53D6A8297196},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,117545.194543414,1510.35677006658
738,64129.389,1014.139,Other Urban or Built-up Land,{C75255A6-7200-4895-A5CE-B963CC45ED32},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,64129.0138195711,1014.13603339084
739,202064.074,1747.363,Commercial and Services,{705F8D79-1708-4C5D-BE6E-A6605DFDC97E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,202062.862708743,1747.35778082097
740,82558.218,1237.135,Commercial and Services,{A37D17C4-DFF1-4C1D-9F46-046FCC539EEA},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,82557.757992419,1237.13177584372
741,131666.507,1487.706,Other Urban or Built-up Land,{8319CDE0-CEEE-47A2-9CC1-F19854C13B6D},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,131665.734870798,1487.70158843328
742,912084.36,4445.459,Bays and Estuaries,{DA0ECEBD-68AE-43AD-A1AD-911BB1828F40},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,912079.055634958,4445.44360386438
779,68899.261,1035.008,Commercial and Services,{E566EB5E-6AB2-40A4-AB48-8344347CDB2E},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,68897.1964904568,1034.99645421697
744,1242620.784,6505.881,Mixed Urban or Built-up Land,{FBA2F15D-16FD-4102-931D-5E4EC927252A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1242613.50194294,6505.86324391697
745,985097.506,5106.069,Industrial,{680C6D1D-E06A-4814-94F0-6A81543A75E0},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,985091.74670352,5106.05474218827
746,1384437.517,7157.195,Commercial and Services,{406F5A97-C01F-4CDA-83DE-AB67329B2321},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,1384429.39212795,7157.17271792346
747,4100198.961,12929.821,Shrub and Brush Rangeland,{4CA658BE-5848-409A-AE12-4F259E28B789},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,4100179.52106336,12929.7837157831
780,187746.643,2443.124,Other Urban or Built-up Land,{227A4AF7-7E62-4AE0-944F-0595FE7D2249},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,187745.544479232,2443.11778257657
748,808349.223,6858.83,Other Urban or Built-up Land,{A192104B-3A59-4AF1-BAA0-324F0795A1BF},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,808344.503511276,6858.81065088363
749,367338.865,2839.927,Cropland and Pasture,{7D336878-831E-4E69-A389-D3F5C792EE71},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,367327.935560825,2839.90691185452
750,206289.716,2287.024,Commercial and Services,{EBBEA384-F63E-4B2D-B150-2FF5D1D30023},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,206288.495972204,2287.01709787863
751,274930.877,2258.339,Shrub and Brush Rangeland,{EB603DAA-5908-418D-A0AE-A44A618834D1},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,274929.244690725,2258.33244960101
752,318104.008,2264.198,Commercial and Services,{844E43CA-2E57-41EF-A657-758DC90F6B0A},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,318102.115305664,2264.19038714991
753,554834.79,4802.089,Residential,{F6CAE6CD-2647-437E-A39D-BB0FDD865C74},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,554818.368633576,4802.04539955191
754,531169.661,3898.735,Nonforested Wetland,{CA62390A-92F8-4F83-BF75-D5CE28A786B6},, ,,, ,2016-09-13T00:00:00.000Z,,,1899-12-30T00:00:00.000Z,,531166.557952961,3898.72377494307
